(220, 407)
(220, 407)
(225, 412)
(230, 407)
(230, 407)
(241, 417)
(245, 413)
(245, 413)
(251, 422)
(251, 422)
(251, 412)
(251, 412)
(252, 417)
(254, 417)
(254, 417)
(254, 414)
(254, 420)
(254, 420)
(258, 417)
(258, 417)
(261, 420)
(264, 420)
(270, 417)
(272, 413)
(272, 416)
(275, 420)
(282, 419)
(288, 416)
(291, 420)
(295, 419)
(295, 419)
(295, 419)
(298, 416)
(298, 421)
(303, 416)
(307, 411)
(312, 416)
(316, 412)
(317, 422)
(317, 422)
(320, 419)
(336, 414)
(340, 417)
(340, 417)
(343, 406)
(343, 406)
(346, 410)
(350, 420)
(354, 417)
(362, 418)
(362, 418)
(363, 422)
(363, 422)
(366, 411)
(369, 414)
(369, 414)
(372, 411)
(379, 422)
(379, 422)
(381, 413)
(382, 419)
(386, 421)
(392, 412)
(392, 412)
(392, 422)
(392, 422)
(395, 419)
(395, 419)
(399, 412)
(402, 419)
(402, 419)
(406, 422)
(406, 412)
(406, 412)
(412, 420)
(415, 419)
(416, 414)
(419, 416)
