(98, 935)
(98, 959)
(102, 954)
(102, 954)
(120, 942)
(139, 935)
(139, 935)
(142, 968)
(142, 968)
(142, 957)
(143, 958)
(143, 958)
(160, 953)
(160, 953)
(162, 934)
(162, 934)
(163, 972)
(163, 972)
(204, 968)
(204, 968)
(204, 938)
(204, 938)
(206, 934)
(211, 934)
(211, 934)
(212, 937)
(221, 937)
(221, 937)
(230, 938)
(230, 938)
(240, 934)
(240, 934)
(300, 972)
(300, 972)
(300, 935)
(300, 935)
(301, 959)
(304, 963)
(304, 938)
(304, 955)
(305, 954)
(305, 954)
(333, 972)
(333, 972)
(337, 972)
(339, 960)
(341, 965)
(341, 965)
(343, 958)
(343, 958)
(351, 953)
(351, 953)
(351, 935)
(351, 940)
(351, 940)
(361, 965)
(361, 965)
(363, 960)
(366, 972)
(369, 972)
(369, 972)
(381, 935)
(381, 971)
(381, 971)
(382, 953)
(385, 971)
(385, 949)
(386, 957)
(386, 957)
(407, 958)
(407, 958)
(408, 957)
(408, 949)
(411, 953)
(412, 934)
(412, 934)
