(97, 338)
(97, 338)
(98, 301)
(102, 321)
(102, 321)
(139, 338)
(139, 301)
(139, 301)
(139, 319)
(142, 335)
(142, 304)
(142, 323)
(142, 323)
(143, 314)
(143, 314)
(160, 319)
(160, 319)
(162, 303)
(162, 300)
(162, 300)
(163, 339)
(163, 339)
(204, 304)
(204, 335)
(204, 335)
(206, 301)
(210, 304)
(211, 304)
(225, 301)
(230, 304)
(230, 304)
(240, 300)
(240, 300)
(300, 301)
(300, 301)
(301, 325)
(305, 304)
(305, 321)
(305, 321)
(322, 308)
(333, 338)
(333, 338)
(339, 326)
(341, 331)
(341, 331)
(351, 319)
(351, 306)
(351, 297)
(359, 324)
(359, 324)
(361, 331)
(361, 331)
(363, 326)
(369, 338)
(369, 338)
(374, 331)
(374, 331)
(381, 338)
(381, 338)
(382, 319)
(385, 323)
(385, 323)
(386, 315)
(386, 315)
(407, 314)
(408, 315)
(408, 315)
(408, 323)
(411, 319)
(412, 301)
(412, 301)
